Currency,Date,ASIN,Ad Group Name,Campaign Name,Channel,Headline,Profile Name,Avg CPC,Avg Pos.,Clicks,Conv. Rate,Conversions,Cost,Cost/Conv.,CTR,Impressions,Profit,Rev.,Rev./Conv.,ROI,1 day,1 day same sku,14 days,14 days same sku,30 day,30 day same sku,7 days,7 days same sku,conversions,new to brand order rate,new to brand orders,new to brand percentage,new to brand units,new to brand units percentage,page views,uc conv,units 1 day,units 14 day,units 30 day,units 7 day
Currency by profile,2019-09-06,B07NMZP4W9,AdGroup1,Secondary Facial Tissue_SP_NB_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,1.7000000476837158,0,1.0,0,0,1.7000000476837158,0,0.00026157468,3823.0,-1.7000000476837158,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-07,B07NMZP4W9,AdGroup1,Secondary Facial Tissue_SP_NB_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,2.1520000457763673,0,5.0,0.2,1.0,10.760000228881836,10.760000228881836,0.001547508511,3231.0,-6.200000286102295,4.559999942779541,4.559999942779541,0.4237918072287448,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
Currency by profile,2019-09-08,B07NMZP4W9,AdGroup1,Secondary Facial Tissue_SP_NB_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,2.069999933242798,0,1.0,0,0,2.069999933242798,0,0.000349895031,2858.0,-2.069999933242798,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-09,B07NMZP4W9,AdGroup1,Secondary Facial Tissue_SP_NB_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,2.0799999237060547,0,3.0,0,0,6.239999771118164,0,0.000641436818,4677.0,-6.239999771118164,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-06,B07NN48K2V,AdGroup1,Secondary Facial Tissue_SP_NB_Exact & Phrase_Kleenex_4.17.19,Amazon,"Kleenex Anti-Viral Facial Tissues, Cube Box, 68 Tissues per Cube Box",Kleenex - US - AMS_KCS_KX1_009,2.440000057220459,0,1.0,0,0,2.440000057220459,0,0.001567398119,638.0,-2.440000057220459,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-07,B07NN48K2V,AdGroup1,Secondary Facial Tissue_SP_NB_Exact & Phrase_Kleenex_4.17.19,Amazon,"Kleenex Anti-Viral Facial Tissues, Cube Box, 68 Tissues per Cube Box",Kleenex - US - AMS_KCS_KX1_009,1.6699999570846558,0,1.0,0,0,1.6699999570846558,0,0.00163132137,613.0,-1.6699999570846558,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-08,B07NN48K2V,AdGroup1,Secondary Facial Tissue_SP_NB_Exact & Phrase_Kleenex_4.17.19,Amazon,"Kleenex Anti-Viral Facial Tissues, Cube Box, 68 Tissues per Cube Box",Kleenex - US - AMS_KCS_KX1_009,0,0,0,0,0,0,0,0,782.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-09,B07NN48K2V,AdGroup1,Secondary Facial Tissue_SP_NB_Exact & Phrase_Kleenex_4.17.19,Amazon,"Kleenex Anti-Viral Facial Tissues, Cube Box, 68 Tissues per Cube Box",Kleenex - US - AMS_KCS_KX1_009,2.734999895095825,0,2.0,0.5,1.0,5.46999979019165,5.46999979019165,0.001824817518,1096.0,20.019999980926514,25.489999771118164,25.489999771118164,4.659963573824028,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Currency by profile,2019-09-06,B003M5ONYY,AdGroup1,Secondary Facial Tissue_SP_NB_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,2.136951167409013,0,82.0,0.658536585366,54.0,175.22999572753906,3.244999920880353,0.009396126962,8727.0,165.0600128173828,340.2900085449219,6.30166682490596,1.9419620889224394,51.0,44.0,54.0,45.0,0.0,0.0,53.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,57.0,57.0,56.0
Currency by profile,2019-09-07,B003M5ONYY,AdGroup1,Secondary Facial Tissue_SP_NB_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,2.0921839571547234,0,87.0,0.459770114943,40.0,182.02000427246094,4.550500106811524,0.010218463707,8514.0,62.78999328613281,244.80999755859375,6.120249938964844,1.3449620470953518,37.0,34.0,40.0,36.0,0.0,0.0,40.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,41.0,41.0,41.0
Currency by profile,2019-09-08,B003M5ONYY,AdGroup1,Secondary Facial Tissue_SP_NB_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,2.3053011606974776,0,83.0,0.722891566265,60.0,191.33999633789062,3.1889999389648436,0.010343968096,8024.0,214.30001831054688,405.6400146484375,6.760666910807291,2.119995936093313,53.0,46.0,60.0,49.0,0.0,0.0,57.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,70.0,70.0,67.0
Currency by profile,2019-09-09,B003M5ONYY,AdGroup1,Secondary Facial Tissue_SP_NB_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,2.169746881798853,0,79.0,0.53164556962,42.0,171.41000366210938,4.081190563383556,0.00644109254,12265.0,128.3699951171875,299.7799987792969,7.1376190185546875,1.7489060870113267,42.0,40.0,42.0,40.0,0.0,0.0,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0
Currency by profile,2019-09-06,B07NMZXXZV,AdGroup1,Secondary Facial Tissue_SP_NB_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,2.3581818667325107,0,11.0,0.363636363636,4.0,25.940000534057617,6.485000133514404,0.001869794323,5883.0,72.94999885559082,98.88999938964844,24.72249984741211,3.812258957350906,4.0,1.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0
Currency by profile,2019-09-07,B07NMZXXZV,AdGroup1,Secondary Facial Tissue_SP_NB_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,1.6749999523162842,0,2.0,1.5,3.0,3.3499999046325684,1.1166666348775227,0.000358422939,5580.0,67.10999917984009,70.45999908447266,23.486666361490887,21.032836146364243,1.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0
Currency by profile,2019-09-08,B07NMZXXZV,AdGroup1,Secondary Facial Tissue_SP_NB_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,2.069999933242798,0,2.0,0.5,1.0,4.139999866485596,4.139999866485596,0.000355998576,5618.0,24.84999990463257,28.989999771118164,28.989999771118164,7.002415629478627,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Currency by profile,2019-09-09,B07NMZXXZV,AdGroup1,Secondary Facial Tissue_SP_NB_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,2.4800000190734863,0,6.0,0.333333333333,2.0,14.880000114440918,7.440000057220459,0.00070455613,8516.0,-2.9200000762939453,11.960000038146973,5.980000019073486,0.8037634372421738,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
Currency by profile,2019-09-06,B07NN16GMJ,AdGroup1,Priority General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,"Kleenex Soothing Lotion Facial Tissues, Aloe & Vitamin E, Cube Box, 65 Tissues per Box, 18 Pack (1,170 Tissues Total)",Kleenex - US - AMS_KCS_KX1_009,3.670434702997622,0,23.0,0.434782608696,10.0,84.41999816894531,8.441999816894532,0.001597000417,14402.0,236.0399932861328,320.4599914550781,32.045999145507814,3.7960198816133395,10.0,9.0,10.0,9.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0
Currency by profile,2019-09-07,B07NN16GMJ,AdGroup1,Priority General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,"Kleenex Soothing Lotion Facial Tissues, Aloe & Vitamin E, Cube Box, 65 Tissues per Box, 18 Pack (1,170 Tissues Total)",Kleenex - US - AMS_KCS_KX1_009,3.002307598407452,0,26.0,0.653846153846,17.0,78.05999755859375,4.591764562270221,0.001614305228,16106.0,380.0199890136719,458.0799865722656,26.945881563074447,5.868306442469711,15.0,11.0,17.0,12.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,20.0,19.0
Currency by profile,2019-09-08,B07NN16GMJ,AdGroup1,Priority General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,"Kleenex Soothing Lotion Facial Tissues, Aloe & Vitamin E, Cube Box, 65 Tissues per Box, 18 Pack (1,170 Tissues Total)",Kleenex - US - AMS_KCS_KX1_009,4.423529232249541,0,17.0,0.352941176471,6.0,75.19999694824219,12.533332824707031,0.001308497537,12992.0,74.61000061035156,149.80999755859375,24.968332926432293,1.992154303699019,5.0,3.0,6.0,4.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,9.0
Currency by profile,2019-09-09,B07NN16GMJ,AdGroup1,Priority General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,"Kleenex Soothing Lotion Facial Tissues, Aloe & Vitamin E, Cube Box, 65 Tissues per Box, 18 Pack (1,170 Tissues Total)",Kleenex - US - AMS_KCS_KX1_009,2.584250068664551,0,40.0,0.475,19.0,103.37000274658203,5.4405264603464225,0.001451273492,27562.0,441.51000213623047,544.8800048828125,28.677894993832236,5.271161752976051,19.0,15.0,19.0,15.0,0.0,0.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,28.0
Currency by profile,2019-09-06,B07PCZ7BVX,AdGroup1,Priority General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,"Kleenex Expressions Facial Tissues, Cube Box, 65 Tissues per Box, 18 Pack (1,170 Tissues Total)",Kleenex - US - AMS_KCS_KX1_009,3.4516202617623954,0,179.0,0.692737430168,124.0,617.8400268554688,4.9825808617376515,0.017103000191,10466.0,2883.5899047851562,3501.429931640625,28.237338158392138,5.667211218834992,111.0,105.0,124.0,114.0,0.0,0.0,120.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,130.0,130.0,125.0
Currency by profile,2019-09-07,B07PCZ7BVX,AdGroup1,Priority General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,"Kleenex Expressions Facial Tissues, Cube Box, 65 Tissues per Box, 18 Pack (1,170 Tissues Total)",Kleenex - US - AMS_KCS_KX1_009,3.3482142857142856,0,168.0,0.636904761905,107.0,562.5,5.257009345794392,0.012846000918,13078.0,1995.68994140625,2558.18994140625,23.908317209404206,4.547893229166666,98.0,77.0,107.0,81.0,0.0,0.0,105.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,112.0,112.0,110.0
Currency by profile,2019-09-08,B07PCZ7BVX,AdGroup1,Priority General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,"Kleenex Expressions Facial Tissues, Cube Box, 65 Tissues per Box, 18 Pack (1,170 Tissues Total)",Kleenex - US - AMS_KCS_KX1_009,3.2093989471268785,0,183.0,0.650273224044,119.0,587.3200073242188,4.935462246422007,0.015601023018,11730.0,2566.1599731445312,3153.47998046875,26.49983176864496,5.369270484817542,110.0,94.0,119.0,100.0,0.0,0.0,117.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,125.0,125.0,123.0
Currency by profile,2019-09-09,B07PCZ7BVX,AdGroup1,Priority General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,"Kleenex Expressions Facial Tissues, Cube Box, 65 Tissues per Box, 18 Pack (1,170 Tissues Total)",Kleenex - US - AMS_KCS_KX1_009,3.5974534313130824,0,322.0,0.608695652174,196.0,1158.3800048828125,5.910102065728635,0.012380805906,26008.0,4202.7000732421875,5361.080078125,27.352449378188776,4.628084096347427,178.0,158.0,196.0,170.0,0.0,0.0,191.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,220.0,220.0,214.0
Currency by profile,2019-09-06,B07PCZ7BVX,AdGroup1,Facial Tissue_SP_NB_Exact & Phrase_B07PCZ7BVX_Kleenex_4.17.19,Amazon,"Kleenex Expressions Facial Tissues, Cube Box, 65 Tissues per Box, 18 Pack (1,170 Tissues Total)",Kleenex - US - AMS_KCS_KX1_009,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-07,B07PCZ7BVX,AdGroup1,Facial Tissue_SP_NB_Exact & Phrase_B07PCZ7BVX_Kleenex_4.17.19,Amazon,"Kleenex Expressions Facial Tissues, Cube Box, 65 Tissues per Box, 18 Pack (1,170 Tissues Total)",Kleenex - US - AMS_KCS_KX1_009,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-09,B07PCZ7BVX,AdGroup1,Facial Tissue_SP_NB_Exact & Phrase_B07PCZ7BVX_Kleenex_4.17.19,Amazon,"Kleenex Expressions Facial Tissues, Cube Box, 65 Tissues per Box, 18 Pack (1,170 Tissues Total)",Kleenex - US - AMS_KCS_KX1_009,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-06,B07NMZP4W9,AdGroup1,Secondary General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,1.3200000524520874,0,1.0,0,0,1.3200000524520874,0,0.000188501414,5305.0,-1.3200000524520874,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-07,B07NMZP4W9,AdGroup1,Secondary General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,0,0,0,0,0,0,0,0,4845.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-08,B07NMZP4W9,AdGroup1,Secondary General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,1.5700000524520874,0,2.0,0.5,1.0,3.140000104904175,3.140000104904175,0.000454235748,4403.0,9.210000276565552,12.350000381469727,12.350000381469727,3.933121009193921,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Currency by profile,2019-09-09,B07NMZP4W9,AdGroup1,Secondary General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,1.6366666158040364,0,6.0,0.166666666667,1.0,9.819999694824219,9.819999694824219,0.001438503956,4171.0,28.170001983642578,37.9900016784668,37.9900016784668,3.868635729030624,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Currency by profile,2019-09-06,B07NN48K2V,AdGroup1,Secondary General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,"Kleenex Anti-Viral Facial Tissues, Cube Box, 68 Tissues per Cube Box",Kleenex - US - AMS_KCS_KX1_009,1.1470000267028808,0,10.0,0.2,2.0,11.470000267028809,5.735000133514404,0.00126984127,7875.0,20.489998817443848,31.959999084472656,15.979999542236328,2.7863991578399134,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
Currency by profile,2019-09-07,B07NN48K2V,AdGroup1,Secondary General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,"Kleenex Anti-Viral Facial Tissues, Cube Box, 68 Tissues per Cube Box",Kleenex - US - AMS_KCS_KX1_009,1.2118181748823686,0,11.0,0.545454545455,6.0,13.329999923706055,2.2216666539510093,0.001620745543,6787.0,146.6100025177002,159.94000244140625,26.656667073567707,11.998499876730618,5.0,5.0,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,6.0
Currency by profile,2019-09-08,B07NN48K2V,AdGroup1,Secondary General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,"Kleenex Anti-Viral Facial Tissues, Cube Box, 68 Tissues per Cube Box",Kleenex - US - AMS_KCS_KX1_009,1.6162500381469727,0,8.0,0.375,3.0,12.930000305175781,4.310000101725261,0.001184834123,6752.0,65.04000091552734,77.97000122070312,25.990000406901043,6.030162365076846,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0
Currency by profile,2019-09-09,B07NN48K2V,AdGroup1,Secondary General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,"Kleenex Anti-Viral Facial Tissues, Cube Box, 68 Tissues per Cube Box",Kleenex - US - AMS_KCS_KX1_009,1.7471427917480469,0,14.0,0.428571428571,6.0,24.459999084472656,4.076666514078776,0.002073766849,6751.0,114.93000030517578,139.38999938964844,23.231666564941406,5.698691929965524,5.0,5.0,6.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,7.0,5.0
Currency by profile,2019-09-06,B003M5ONYY,AdGroup1,Secondary General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,1.2851724295780576,0,58.0,0.810344827586,47.0,74.54000091552734,1.5859574662878158,0.005348086676,10845.0,297.2899856567383,371.8299865722656,7.911276310048205,4.988328172864432,43.0,36.0,47.0,38.0,0.0,0.0,45.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,58.0,58.0,54.0
Currency by profile,2019-09-07,B003M5ONYY,AdGroup1,Secondary General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,1.3559259485315394,0,54.0,0.611111111111,33.0,73.22000122070312,2.218787915778883,0.005178365938,10428.0,144.0,217.22000122070312,6.582424279415246,2.9666757388592293,29.0,26.0,33.0,29.0,0.0,0.0,33.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,38.0,38.0,38.0
Currency by profile,2019-09-08,B003M5ONYY,AdGroup1,Secondary General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,1.4321738533351733,0,46.0,0.804347826087,37.0,65.87999725341797,1.7805404663085938,0.004370131104,10526.0,206.4100112915039,272.2900085449219,7.359189420133023,4.133121127760749,30.0,21.0,37.0,26.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,40.0,40.0,38.0
Currency by profile,2019-09-09,B003M5ONYY,AdGroup1,Secondary General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,1.3488372093023255,0,43.0,0.837209302326,36.0,58.0,1.6111111111111112,0.004804469274,8950.0,189.8699951171875,247.8699951171875,6.885277642144097,4.27362060546875,32.0,32.0,36.0,33.0,0.0,0.0,34.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,40.0,40.0,38.0
Currency by profile,2019-09-06,B07NMZXXZV,AdGroup1,Secondary General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,1.5788888931274414,0,9.0,0.555555555556,5.0,14.210000038146973,2.8420000076293945,0.001142857143,7875.0,211.65999507904053,225.8699951171875,45.1739990234375,15.895143878313574,5.0,4.0,5.0,4.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0
Currency by profile,2019-09-07,B07NMZXXZV,AdGroup1,Secondary General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,1.2581818320534446,0,11.0,0.909090909091,10.0,13.84000015258789,1.384000015258789,0.001362904225,8071.0,163.19999313354492,177.0399932861328,17.703999328613282,12.791906888312335,5.0,1.0,10.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,12.0,10.0
Currency by profile,2019-09-08,B07NMZXXZV,AdGroup1,Secondary General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,1.4891667366027832,0,12.0,0.333333333333,4.0,17.8700008392334,4.46750020980835,0.001491238971,8047.0,29.03999900817871,46.90999984741211,11.727499961853027,2.62506981781566,4.0,1.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0
Currency by profile,2019-09-09,B07NMZXXZV,AdGroup1,Secondary General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,,Kleenex - US - AMS_KCS_KX1_009,1.2083333333333333,0,6.0,0.166666666667,1.0,7.25,7.25,0.000889152341,6748.0,44.7400016784668,51.9900016784668,51.9900016784668,7.171034714271283,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Currency by profile,2019-09-06,B07PCZ7BVX,AdGroup1,Facial Tissue_SP_Auto_Kleenex_4.23.19,Amazon,"Kleenex Expressions Facial Tissues, Cube Box, 65 Tissues per Box, 18 Pack (1,170 Tissues Total)",Kleenex - US - AMS_KCS_KX1_009,2.6077779134114585,0,27.0,0.481481481481,13.0,70.41000366210938,5.4161541278545675,0.001188432589,22719.0,1604.0399475097656,1674.449951171875,128.80384239783655,23.781421162927277,12.0,8.0,13.0,9.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,64.0,64.0,64.0
Currency by profile,2019-09-07,B07PCZ7BVX,AdGroup1,Facial Tissue_SP_Auto_Kleenex_4.23.19,Amazon,"Kleenex Expressions Facial Tissues, Cube Box, 65 Tissues per Box, 18 Pack (1,170 Tissues Total)",Kleenex - US - AMS_KCS_KX1_009,2.4629999796549478,0,30.0,0.433333333333,13.0,73.88999938964844,5.683846106896033,0.001065227426,28163.0,194.8400115966797,268.7300109863281,20.671539306640625,3.6368928570322283,10.0,6.0,13.0,6.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,15.0,14.0
Currency by profile,2019-09-08,B07PCZ7BVX,AdGroup1,Facial Tissue_SP_Auto_Kleenex_4.23.19,Amazon,"Kleenex Expressions Facial Tissues, Cube Box, 65 Tissues per Box, 18 Pack (1,170 Tissues Total)",Kleenex - US - AMS_KCS_KX1_009,2.307368429083573,0,38.0,0.447368421053,17.0,87.68000030517578,5.157647076775046,0.001488211796,25534.0,289.49999237060547,377.17999267578125,22.187058392693014,4.301779098574161,16.0,11.0,17.0,11.0,0.0,0.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0,19.0,19.0
Currency by profile,2019-09-09,B07PCZ7BVX,AdGroup1,Facial Tissue_SP_Auto_Kleenex_4.23.19,Amazon,"Kleenex Expressions Facial Tissues, Cube Box, 65 Tissues per Box, 18 Pack (1,170 Tissues Total)",Kleenex - US - AMS_KCS_KX1_009,2.373888863457574,0,36.0,0.527777777778,19.0,85.45999908447266,4.497894688656456,0.001210409522,29742.0,308.01000213623047,393.4700012207031,20.708947432668584,4.604142352397862,17.0,10.0,19.0,11.0,0.0,0.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,20.0,20.0
Currency by profile,2019-09-06,B07NN16GMT,AdGroup1,Priority General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,"Kleenex Trusted Care Facial Tissues, 18 Flat Boxes, 190 Tissues per Box (3,420 Tissues Total)",Kleenex - US - AMS_KCS_KX1_009,4.304787169111536,0,94.0,0.563829787234,53.0,404.6499938964844,7.634905545216687,0.008120950324,11575.0,1111.6400451660156,1516.2900390625,28.60924602004717,3.747164369043312,47.0,30.0,53.0,34.0,0.0,0.0,53.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,67.0,67.0,67.0
Currency by profile,2019-09-07,B07NN16GMT,AdGroup1,Priority General_SP_Brand_Exact & Phrase_Kleenex_4.17.19,Amazon,"Kleenex Trusted Care Facial Tissues, 18 Flat Boxes, 190 Tissues per Box (3,420 Tissues Total)",Kleenex - US - AMS_KCS_KX1_009,3.9615517978010506,0,116.0,0.534482758621,62.0,459.5400085449219,7.4119356216922885,0.007274095441,15947.0,1440.0599670410156,1899.5999755859375,30.638709283644154,4.133698786316326,61.0,43.0,62.0,44.0,0.0,0.0,62.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,70.0,70.0,70.0
