Currency,Date,ASIN,Ad Group Name,Campaign Name,Channel,Headline,Profile Name,Avg CPC,Avg Pos.,Clicks,Conv. Rate,Conversions,Cost,Cost/Conv.,CTR,Impressions,Profit,Rev.,Rev./Conv.,ROI,1 day,1 day same sku,14 days,14 days same sku,30 day,30 day same sku,7 days,7 days same sku,conversions,new to brand order rate,new to brand orders,new to brand percentage,new to brand units,new to brand units percentage,page views,uc conv,units 1 day,units 14 day,units 30 day,units 7 day
Currency by profile,2019-09-06,B07BQV78B3,AdGroup1,Pads_Auto_SP_UbK_11.9.18,Amazon,"U by Kotex Security Maxi Pads, Long Super, Fragrance-Free, 44 Count, Pack of 3",U By Kotex - US - AMS_KCS_KU1_009,2.009999990463257,0,2.0,0,0,4.019999980926514,0,0.001848428835,1082.0,-4.019999980926514,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-07,B07BQV78B3,AdGroup1,Pads_Auto_SP_UbK_11.9.18,Amazon,"U by Kotex Security Maxi Pads, Long Super, Fragrance-Free, 44 Count, Pack of 3",U By Kotex - US - AMS_KCS_KU1_009,2.069999933242798,0,1.0,0,0,2.069999933242798,0,0.000938967136,1065.0,-2.069999933242798,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-08,B07BQV78B3,AdGroup1,Pads_Auto_SP_UbK_11.9.18,Amazon,"U by Kotex Security Maxi Pads, Long Super, Fragrance-Free, 44 Count, Pack of 3",U By Kotex - US - AMS_KCS_KU1_009,1.6649999618530273,0,2.0,0.5,1.0,3.3299999237060547,3.3299999237060547,0.004444444444,450.0,17.639999389648438,20.969999313354492,20.969999313354492,6.297297235375418,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Currency by profile,2019-09-09,B07BQV78B3,AdGroup1,Pads_Auto_SP_UbK_11.9.18,Amazon,"U by Kotex Security Maxi Pads, Long Super, Fragrance-Free, 44 Count, Pack of 3",U By Kotex - US - AMS_KCS_KU1_009,0,0,0,0,0,0,0,0,453.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-06,B07BQKGKXY,AdGroup1,Liners_Auto_SP_UbK_11.9.18,Amazon,"U by Kotex Lightdays Liners, Regular, Fragrance-Free, 129 Count",U By Kotex - US - AMS_KCS_KU1_009,1.4166666666666667,0,3.0,0.333333333333,1.0,4.25,4.25,0.001096491228,2736.0,24.649999618530273,28.899999618530273,28.899999618530273,6.799999910242417,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Currency by profile,2019-09-07,B07BQKGKXY,AdGroup1,Liners_Auto_SP_UbK_11.9.18,Amazon,"U by Kotex Lightdays Liners, Regular, Fragrance-Free, 129 Count",U By Kotex - US - AMS_KCS_KU1_009,1.3119999885559082,0,5.0,0.2,1.0,6.559999942779541,6.559999942779541,0.002108814846,2371.0,1.130000114440918,7.690000057220459,7.690000057220459,1.172256116508764,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Currency by profile,2019-09-08,B07BQKGKXY,AdGroup1,Liners_Auto_SP_UbK_11.9.18,Amazon,"U by Kotex Lightdays Liners, Regular, Fragrance-Free, 129 Count",U By Kotex - US - AMS_KCS_KU1_009,1.8300000429153442,0,1.0,1.0,1.0,1.8300000429153442,1.8300000429153442,0.000521920668,1916.0,5.860000014305115,7.690000057220459,7.690000057220459,4.202185725072247,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Currency by profile,2019-09-09,B07BQKGKXY,AdGroup1,Liners_Auto_SP_UbK_11.9.18,Amazon,"U by Kotex Lightdays Liners, Regular, Fragrance-Free, 129 Count",U By Kotex - US - AMS_KCS_KU1_009,1.25,0,5.0,0,0,6.25,0,0.001716443529,2913.0,-6.25,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-06,B01N9TSUTX,AdGroup1,UBK_SP_NB_Exact_Liners_2.26.18,Amazon,"U by Kotex Fitness Pantiliners, Light Absorbency Liners, Regular, Fragrance-Free, 80 Count (Pack of 6)",U By Kotex - US - AMS_KCS_KU1_009,0,0,0,0,0,0,0,0,101.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-07,B01N9TSUTX,AdGroup1,UBK_SP_NB_Exact_Liners_2.26.18,Amazon,"U by Kotex Fitness Pantiliners, Light Absorbency Liners, Regular, Fragrance-Free, 80 Count (Pack of 6)",U By Kotex - US - AMS_KCS_KU1_009,0,0,0,0,0,0,0,0,89.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-08,B01N9TSUTX,AdGroup1,UBK_SP_NB_Exact_Liners_2.26.18,Amazon,"U by Kotex Fitness Pantiliners, Light Absorbency Liners, Regular, Fragrance-Free, 80 Count (Pack of 6)",U By Kotex - US - AMS_KCS_KU1_009,0,0,0,0,0,0,0,0,435.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-09,B01N9TSUTX,AdGroup1,UBK_SP_NB_Exact_Liners_2.26.18,Amazon,"U by Kotex Fitness Pantiliners, Light Absorbency Liners, Regular, Fragrance-Free, 80 Count (Pack of 6)",U By Kotex - US - AMS_KCS_KU1_009,0,0,0,0,0,0,0,0,429.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-06,B07BQKGKXY,AdGroup1,UBK_SP_Brand_Exact_Liners_2.26.18,Amazon,"U by Kotex Lightdays Liners, Regular, Fragrance-Free, 129 Count",U By Kotex - US - AMS_KCS_KU1_009,0.7188888655768501,0,9.0,0.222222222222,2.0,6.46999979019165,3.234999895095825,0.017142857143,525.0,27.419999599456787,33.88999938964844,16.94499969482422,5.238021713853033,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0
Currency by profile,2019-09-07,B07BQKGKXY,AdGroup1,UBK_SP_Brand_Exact_Liners_2.26.18,Amazon,"U by Kotex Lightdays Liners, Regular, Fragrance-Free, 129 Count",U By Kotex - US - AMS_KCS_KU1_009,0.9516666730244955,0,6.0,0.333333333333,2.0,5.710000038146973,2.8550000190734863,0.011516314779,521.0,52.04999828338623,57.7599983215332,28.8799991607666,10.11558632848585,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0
Currency by profile,2019-09-08,B07BQKGKXY,AdGroup1,UBK_SP_Brand_Exact_Liners_2.26.18,Amazon,"U by Kotex Lightdays Liners, Regular, Fragrance-Free, 129 Count",U By Kotex - US - AMS_KCS_KU1_009,0.7637500166893006,0,16.0,0.25,4.0,12.220000267028809,3.055000066757202,0.015984015984,1001.0,79.82000064849854,92.04000091552734,23.010000228881836,7.531914803951645,3.0,2.0,4.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,5.0
Currency by profile,2019-09-09,B07BQKGKXY,AdGroup1,UBK_SP_Brand_Exact_Liners_2.26.18,Amazon,"U by Kotex Lightdays Liners, Regular, Fragrance-Free, 129 Count",U By Kotex - US - AMS_KCS_KU1_009,0.8812500238418579,0,8.0,1.125,9.0,7.050000190734863,0.783333354526096,0.013793103448,580.0,223.94999980926514,231.0,25.666666666666668,32.76595656033897,6.0,3.0,9.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,13.0,11.0
Currency by profile,2019-09-06,B07BQKGKXY,AdGroup1,UBK_SP_NB_Exact_Liners_2.26.18,Amazon,"U by Kotex Lightdays Liners, Regular, Fragrance-Free, 129 Count",U By Kotex - US - AMS_KCS_KU1_009,0,0,0,0,0,0,0,0,99.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-07,B07BQKGKXY,AdGroup1,UBK_SP_NB_Exact_Liners_2.26.18,Amazon,"U by Kotex Lightdays Liners, Regular, Fragrance-Free, 129 Count",U By Kotex - US - AMS_KCS_KU1_009,2.0899999141693115,0,1.0,0,0,2.0899999141693115,0,0.008620689655,116.0,-2.0899999141693115,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-08,B07BQKGKXY,AdGroup1,UBK_SP_NB_Exact_Liners_2.26.18,Amazon,"U by Kotex Lightdays Liners, Regular, Fragrance-Free, 129 Count",U By Kotex - US - AMS_KCS_KU1_009,0.8550000190734863,0,2.0,0.5,1.0,1.7100000381469727,1.7100000381469727,0.004901960784,408.0,5.980000019073486,7.690000057220459,7.690000057220459,4.497075956532529,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Currency by profile,2019-09-09,B07BQKGKXY,AdGroup1,UBK_SP_NB_Exact_Liners_2.26.18,Amazon,"U by Kotex Lightdays Liners, Regular, Fragrance-Free, 129 Count",U By Kotex - US - AMS_KCS_KU1_009,0,0,0,0,0,0,0,0,467.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-06,B01N9TSUTX,AdGroup1,UBK_SP_Brand_Exact_Liners_2.26.18,Amazon,"U by Kotex Fitness Pantiliners, Light Absorbency Liners, Regular, Fragrance-Free, 80 Count (Pack of 6)",U By Kotex - US - AMS_KCS_KU1_009,0.8133333524068196,0,3.0,0.333333333333,1.0,2.440000057220459,2.440000057220459,0.004424778761,678.0,42.499998569488525,44.939998626708984,44.939998626708984,18.41803179213965,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Currency by profile,2019-09-07,B01N9TSUTX,AdGroup1,UBK_SP_Brand_Exact_Liners_2.26.18,Amazon,"U by Kotex Fitness Pantiliners, Light Absorbency Liners, Regular, Fragrance-Free, 80 Count (Pack of 6)",U By Kotex - US - AMS_KCS_KU1_009,0.3799999952316284,0,2.0,0,0,0.7599999904632568,0,0.00260756193,767.0,-0.7599999904632568,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-08,B01N9TSUTX,AdGroup1,UBK_SP_Brand_Exact_Liners_2.26.18,Amazon,"U by Kotex Fitness Pantiliners, Light Absorbency Liners, Regular, Fragrance-Free, 80 Count (Pack of 6)",U By Kotex - US - AMS_KCS_KU1_009,0.7871428898402621,0,7.0,0.428571428571,3.0,5.510000228881836,1.8366667429606118,0.003433055419,2039.0,42.51999855041504,48.029998779296875,16.009999593098957,8.716877819267129,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0
Currency by profile,2019-09-09,B01N9TSUTX,AdGroup1,UBK_SP_Brand_Exact_Liners_2.26.18,Amazon,"U by Kotex Fitness Pantiliners, Light Absorbency Liners, Regular, Fragrance-Free, 80 Count (Pack of 6)",U By Kotex - US - AMS_KCS_KU1_009,0.3799999952316284,0,3.0,0.666666666667,2.0,1.1399999856948853,0.5699999928474426,0.003484320557,861.0,53.290000319480896,54.43000030517578,27.21500015258789,47.74561490191428,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
Currency by profile,2019-09-06,B000FFFGX6,AdGroup1,UBK_SP_Brand_Phrase_Allnighter Pads_4.4.18,Amazon,"U by Kotex Security Maxi Overnight Pads, Regular, Unscented, 28 Count, Pack of 4 (112 Count Total)",U By Kotex - US - AMS_KCS_KU1_009,1.2699999809265137,0,4.0,0.5,2.0,5.079999923706055,2.5399999618530273,0.016877637131,237.0,34.05999946594238,39.13999938964844,19.56999969482422,7.7047244050142245,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
Currency by profile,2019-09-07,B000FFFGX6,AdGroup1,UBK_SP_Brand_Phrase_Allnighter Pads_4.4.18,Amazon,"U by Kotex Security Maxi Overnight Pads, Regular, Unscented, 28 Count, Pack of 4 (112 Count Total)",U By Kotex - US - AMS_KCS_KU1_009,0.8450000286102295,0,4.0,0.25,1.0,3.380000114440918,3.380000114440918,0.021276595745,188.0,16.1899995803833,19.56999969482422,19.56999969482422,5.789940542076363,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Currency by profile,2019-09-08,B000FFFGX6,AdGroup1,UBK_SP_Brand_Phrase_Allnighter Pads_4.4.18,Amazon,"U by Kotex Security Maxi Overnight Pads, Regular, Unscented, 28 Count, Pack of 4 (112 Count Total)",U By Kotex - US - AMS_KCS_KU1_009,0.9800000190734863,0,6.0,0.5,3.0,5.880000114440918,1.9600000381469727,0.022900763359,262.0,54.230000495910645,60.11000061035156,20.036666870117188,10.222789020484049,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0
Currency by profile,2019-09-09,B000FFFGX6,AdGroup1,UBK_SP_Brand_Phrase_Allnighter Pads_4.4.18,Amazon,"U by Kotex Security Maxi Overnight Pads, Regular, Unscented, 28 Count, Pack of 4 (112 Count Total)",U By Kotex - US - AMS_KCS_KU1_009,1.1020000457763672,0,5.0,0.8,4.0,5.510000228881836,1.377500057220459,0.013586956522,368.0,60.180002212524414,65.69000244140625,16.422500610351562,11.921960020451207,4.0,3.0,4.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0
Currency by profile,2019-09-06,B000FFFGX6,AdGroup1,UBK_SP_NB_Phrase_Allnighter Pads_4.4.18,Amazon,"U by Kotex Security Maxi Overnight Pads, Regular, Unscented, 28 Count, Pack of 4 (112 Count Total)",U By Kotex - US - AMS_KCS_KU1_009,0,0,0,0,0,0,0,0,474.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-07,B000FFFGX6,AdGroup1,UBK_SP_NB_Phrase_Allnighter Pads_4.4.18,Amazon,"U by Kotex Security Maxi Overnight Pads, Regular, Unscented, 28 Count, Pack of 4 (112 Count Total)",U By Kotex - US - AMS_KCS_KU1_009,2.4100000858306885,0,1.0,0,0,2.4100000858306885,0,0.001564945227,639.0,-2.4100000858306885,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-08,B000FFFGX6,AdGroup1,UBK_SP_NB_Phrase_Allnighter Pads_4.4.18,Amazon,"U by Kotex Security Maxi Overnight Pads, Regular, Unscented, 28 Count, Pack of 4 (112 Count Total)",U By Kotex - US - AMS_KCS_KU1_009,0,0,0,0,0,0,0,0,1089.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-09,B000FFFGX6,AdGroup1,UBK_SP_NB_Phrase_Allnighter Pads_4.4.18,Amazon,"U by Kotex Security Maxi Overnight Pads, Regular, Unscented, 28 Count, Pack of 4 (112 Count Total)",U By Kotex - US - AMS_KCS_KU1_009,0,0,0,0,0,0,0,0,253.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-06,B07C76QB85,AdGroup1,UBK_SP_NB_Phrase_Allnighter Pads_4.4.18,Amazon,"U by Kotex Security Maxi Pads with Wings, Overnight, Unscented, 70 Count",U By Kotex - US - AMS_KCS_KU1_009,2.7750000953674316,0,2.0,0.5,1.0,5.550000190734863,5.550000190734863,0.004535147392,441.0,6.679999351501465,12.229999542236328,12.229999542236328,2.203603445393212,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Currency by profile,2019-09-07,B07C76QB85,AdGroup1,UBK_SP_NB_Phrase_Allnighter Pads_4.4.18,Amazon,"U by Kotex Security Maxi Pads with Wings, Overnight, Unscented, 70 Count",U By Kotex - US - AMS_KCS_KU1_009,2.7149999141693115,0,2.0,0,0,5.429999828338623,0,0.006042296073,331.0,-5.429999828338623,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-08,B07C76QB85,AdGroup1,UBK_SP_NB_Phrase_Allnighter Pads_4.4.18,Amazon,"U by Kotex Security Maxi Pads with Wings, Overnight, Unscented, 70 Count",U By Kotex - US - AMS_KCS_KU1_009,1.9700000286102295,0,2.0,0.5,1.0,3.940000057220459,3.940000057220459,0.005952380952,336.0,20.519999027252197,24.459999084472656,24.459999084472656,6.208121504883526,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
Currency by profile,2019-09-09,B07C76QB85,AdGroup1,UBK_SP_NB_Phrase_Allnighter Pads_4.4.18,Amazon,"U by Kotex Security Maxi Pads with Wings, Overnight, Unscented, 70 Count",U By Kotex - US - AMS_KCS_KU1_009,2.0425000190734863,0,4.0,0.25,1.0,8.170000076293945,8.170000076293945,0.036036036036,111.0,4.059999465942383,12.229999542236328,12.229999542236328,1.4969399544710984,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Currency by profile,2019-09-06,B07BQKZ46P,AdGroup1,Tampons_Auto_SP_UbK_11.9.18,Amazon,"U by Kotex Security Tampons, Super Plus Absorbency, Unscented, 3 packs of 34 count, 102 TOTAL",U By Kotex - US - AMS_KCS_KU1_009,0,0,0,0,0,0,0,0,861.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-07,B07BQKZ46P,AdGroup1,Tampons_Auto_SP_UbK_11.9.18,Amazon,"U by Kotex Security Tampons, Super Plus Absorbency, Unscented, 3 packs of 34 count, 102 TOTAL",U By Kotex - US - AMS_KCS_KU1_009,1.6649999618530273,0,2.0,0,0,3.3299999237060547,0,0.00245398773,815.0,-3.3299999237060547,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-08,B07BQKZ46P,AdGroup1,Tampons_Auto_SP_UbK_11.9.18,Amazon,"U by Kotex Security Tampons, Super Plus Absorbency, Unscented, 3 packs of 34 count, 102 TOTAL",U By Kotex - US - AMS_KCS_KU1_009,0,0,0,0,0,0,0,0,344.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-09,B07BQKZ46P,AdGroup1,Tampons_Auto_SP_UbK_11.9.18,Amazon,"U by Kotex Security Tampons, Super Plus Absorbency, Unscented, 3 packs of 34 count, 102 TOTAL",U By Kotex - US - AMS_KCS_KU1_009,2.380000114440918,0,1.0,0,0,2.380000114440918,0,0.000772797527,1294.0,-2.380000114440918,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-06,B007PTJP9Q,AdGroup1,UBK_SP_Brand_Phrase_Allnighter Pads_4.4.18,Amazon,"U by Kotex AllNighter Ultra Thin Overnight Pads with Wings, Unscented, 14 Count (Pack of 6)",U By Kotex - US - AMS_KCS_KU1_009,0.7200000286102295,0,1.0,0,0,0.7200000286102295,0,0.004739336493,211.0,-0.7200000286102295,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-07,B007PTJP9Q,AdGroup1,UBK_SP_Brand_Phrase_Allnighter Pads_4.4.18,Amazon,"U by Kotex AllNighter Ultra Thin Overnight Pads with Wings, Unscented, 14 Count (Pack of 6)",U By Kotex - US - AMS_KCS_KU1_009,0,0,0,0,0,0,0,0,16.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-08,B007PTJP9Q,AdGroup1,UBK_SP_Brand_Phrase_Allnighter Pads_4.4.18,Amazon,"U by Kotex AllNighter Ultra Thin Overnight Pads with Wings, Unscented, 14 Count (Pack of 6)",U By Kotex - US - AMS_KCS_KU1_009,0,0,0,0,0,0,0,0,217.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-09,B007PTJP9Q,AdGroup1,UBK_SP_Brand_Phrase_Allnighter Pads_4.4.18,Amazon,"U by Kotex AllNighter Ultra Thin Overnight Pads with Wings, Unscented, 14 Count (Pack of 6)",U By Kotex - US - AMS_KCS_KU1_009,0.49000000953674316,0,2.0,1.0,2.0,0.9800000190734864,0.49000000953674316,0.006993006993,286.0,26.560000896453857,27.540000915527344,13.770000457763672,28.102041203595352,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
Currency by profile,2019-09-06,B07FS94WMZ,AdGroup1,UBK_SP_Brand_Phrase_Pads_2.26.18,Amazon,"U by Kotex CleanWear Ultra Thin Pads with Wings, Heavy Flow, Fragrance-Free, 3 Packs of 32 (96 Total)",U By Kotex - US - AMS_KCS_KU1_009,0.8666666348775229,0,3.0,0.666666666667,2.0,2.5999999046325684,1.2999999523162842,0.003177966102,944.0,65.33000040054321,67.93000030517578,33.96500015258789,26.126924152628245,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
Currency by profile,2019-09-07,B07FS94WMZ,AdGroup1,UBK_SP_Brand_Phrase_Pads_2.26.18,Amazon,"U by Kotex CleanWear Ultra Thin Pads with Wings, Heavy Flow, Fragrance-Free, 3 Packs of 32 (96 Total)",U By Kotex - US - AMS_KCS_KU1_009,0.4550000131130219,0,2.0,0.5,1.0,0.9100000262260438,0.9100000262260438,0.002232142857,896.0,17.6300008893013,18.540000915527344,18.540000915527344,20.37362679253595,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
Currency by profile,2019-09-08,B07FS94WMZ,AdGroup1,UBK_SP_Brand_Phrase_Pads_2.26.18,Amazon,"U by Kotex CleanWear Ultra Thin Pads with Wings, Heavy Flow, Fragrance-Free, 3 Packs of 32 (96 Total)",U By Kotex - US - AMS_KCS_KU1_009,0.8300000031789144,0,3.0,0.333333333333,1.0,2.490000009536743,2.490000009536743,0.003901170351,769.0,10.079999685287476,12.569999694824219,12.569999694824219,5.048192629189117,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Currency by profile,2019-09-09,B07FS94WMZ,AdGroup1,UBK_SP_Brand_Phrase_Pads_2.26.18,Amazon,"U by Kotex CleanWear Ultra Thin Pads with Wings, Heavy Flow, Fragrance-Free, 3 Packs of 32 (96 Total)",U By Kotex - US - AMS_KCS_KU1_009,0.5966666539510092,0,3.0,0,0,1.7899999618530273,0,0.002777777778,1080.0,-1.7899999618530273,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currency by profile,2019-09-06,B01N4Q4EZZ,AdGroup1,UBK_SP_Brand_Phrase_Pads_2.26.18,Amazon,"U by Kotex Fitness Ultra Thin Pads with Wings, Regular Absorbency, Fragrance-Free Pads, 30 Count",U By Kotex - US - AMS_KCS_KU1_009,0.675909085707231,0,22.0,0.363636363636,8.0,14.869999885559082,1.8587499856948853,0.012035010941,1828.0,86.53000164031982,101.4000015258789,12.675000190734863,6.819099011853588,8.0,8.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0
Currency by profile,2019-09-07,B01N4Q4EZZ,AdGroup1,UBK_SP_Brand_Phrase_Pads_2.26.18,Amazon,"U by Kotex Fitness Ultra Thin Pads with Wings, Regular Absorbency, Fragrance-Free Pads, 30 Count",U By Kotex - US - AMS_KCS_KU1_009,0.773478300675102,0,23.0,0.304347826087,7.0,17.790000915527344,2.541428702218192,0.009595327493,2397.0,80.30999755859375,98.0999984741211,14.014285496303014,5.5143335258908355,6.0,4.0,7.0,4.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,13.0,13.0
